"","CountryName","SurveyId","Sex","Reference_period","tips","est","ci_l","ci_u"
"GA2000DHS.1","Gabon","GA2000DHS","Males",1983-07-03,"14-20",0.208762245143546,0.0776392363901572,0.32124477817109
"GA2000DHS.2","Gabon","GA2000DHS","Females",1983-07-03,"14-20",0.097597402370784,0.0382332244415028,0.15329738050571
"GA2000DHS.3","Gabon","GA2000DHS","Males",1990-07-02,"7-13",0.132404948215355,0.0870037169417269,0.17554847938723
"GA2000DHS.4","Gabon","GA2000DHS","Females",1990-07-02,"7-13",0.10414338571922,0.0741261249171755,0.13318747299266
"GA2000DHS.5","Gabon","GA2000DHS","Males",1997-07-02,"0-6",0.214131088931714,0.177183189340993,0.24941987404339
"GA2000DHS.6","Gabon","GA2000DHS","Females",1997-07-02,"0-6",0.183154069345714,0.151926403129018,0.213231874110599
"GA2012DHS.1","Gabon","GA2012DHS","Males",1994-10-31,"14-20",0.12886892087537,0.0899679747238127,0.166106976524775
"GA2012DHS.2","Gabon","GA2012DHS","Females",1994-10-31,"14-20",0.150779630108619,0.0699422158699353,0.224590935161078
"GA2012DHS.3","Gabon","GA2012DHS","Males",2001-10-30,"7-13",0.125664904855912,0.100549375979112,0.15007912809801
"GA2012DHS.4","Gabon","GA2012DHS","Females",2001-10-30,"7-13",0.162425948572609,0.11627342702105,0.206168159841898
"GA2012DHS.5","Gabon","GA2012DHS","Males",2008-10-30,"0-6",0.171187705778067,0.140747867859527,0.200549182994494
"GA2012DHS.6","Gabon","GA2012DHS","Females",2008-10-30,"0-6",0.147696385120704,0.12447611771306,0.17030081459475
"GA2019DHS.1","Gabon","GA2019DHS","Males",2004-04-01,"14-20",0.143705135587,0.0701336261210597,0.211455629090704
"GA2019DHS.2","Gabon","GA2019DHS","Females",2004-04-01,"14-20",0.109030559869529,0.0576557185317296,0.157604541294036
"GA2019DHS.3","Gabon","GA2019DHS","Males",2011-04-01,"7-13",0.0850448822824288,0.0547983351633868,0.114323536890635
"GA2019DHS.4","Gabon","GA2019DHS","Females",2011-04-01,"7-13",0.109507486686234,0.0811779361364015,0.136963567316351
"GA2019DHS.5","Gabon","GA2019DHS","Males",2018-04-01,"0-6",0.121834301520421,0.0991308696906705,0.143965568315866
"GA2019DHS.6","Gabon","GA2019DHS","Females",2018-04-01,"0-6",0.137679593864173,0.108633819348603,0.16577889202073
"GM2013DHS.1","Gambia","GM2013DHS","Males",1995-10-01,"14-20",0.0981165983871759,0.0599705338249072,0.134714709088477
"GM2013DHS.2","Gambia","GM2013DHS","Females",1995-10-01,"14-20",0.0690725821287602,0.0383345372229213,0.0988281363024218
"GM2013DHS.3","Gambia","GM2013DHS","Males",2002-09-30,"7-13",0.102951670625787,0.0746162877561205,0.13041941998111
"GM2013DHS.4","Gambia","GM2013DHS","Females",2002-09-30,"7-13",0.0838200128956564,0.0602397370724164,0.106808617172615
"GM2013DHS.5","Gambia","GM2013DHS","Males",2009-09-30,"0-6",0.101972520161162,0.0819641529256071,0.121544809915964
"GM2013DHS.6","Gambia","GM2013DHS","Females",2009-09-30,"0-6",0.0986653028630138,0.0774476899959522,0.119394935708894
"GM2019DHS.1","Gambia","GM2019DHS","Males",2002-08-31,"14-20",0.138630055288649,0.0842404494473423,0.189789305277497
"GM2019DHS.2","Gambia","GM2019DHS","Females",2002-08-31,"14-20",0.129123186033096,0.0546023264577649,0.197769947684071
"GM2019DHS.3","Gambia","GM2019DHS","Males",2009-08-30,"7-13",0.113815679791865,0.0846245534352195,0.142075907399623
"GM2019DHS.4","Gambia","GM2019DHS","Females",2009-08-30,"7-13",0.12044674266396,0.099175073912421,0.141216111936021
"GM2019DHS.5","Gambia","GM2019DHS","Males",2016-08-30,"0-6",0.12432943073984,0.106461315848952,0.141840236500841
"GM2019DHS.6","Gambia","GM2019DHS","Females",2016-08-30,"0-6",0.11347573603669,0.0934696368680915,0.133040323238099
"GN1999DHS.1","Guinea","GN1999DHS","Males",1981-12-30,"14-20",0.202695956033534,0.109925430636745,0.285797212496425
"GN1999DHS.2","Guinea","GN1999DHS","Females",1981-12-30,"14-20",0.115749007442476,0.046900437875143,0.179624197816453
"GN1999DHS.3","Guinea","GN1999DHS","Males",1988-12-29,"7-13",0.1034499928778,0.0782135994912232,0.127995471806525
"GN1999DHS.4","Guinea","GN1999DHS","Females",1988-12-29,"7-13",0.126862781106871,0.0972340263289456,0.15551912095635
"GN1999DHS.5","Guinea","GN1999DHS","Males",1995-12-30,"0-6",0.156481414801216,0.132070098716453,0.180206140468816
"GN1999DHS.6","Guinea","GN1999DHS","Females",1995-12-30,"0-6",0.131422809064796,0.110072509089736,0.152260892804622
"GN2005DHS.1","Guinea","GN2005DHS","Males",1987-12-01,"14-20",0.123146441055299,0.0856368063047683,0.15911732981428
"GN2005DHS.2","Guinea","GN2005DHS","Females",1987-12-01,"14-20",0.169260220196988,0.0734062845014987,0.25519829219231
"GN2005DHS.3","Guinea","GN2005DHS","Males",1994-11-30,"7-13",0.166367477533383,0.129210251496699,0.201939177960567
"GN2005DHS.4","Guinea","GN2005DHS","Females",1994-11-30,"7-13",0.167072372808858,0.137921941550658,0.195237107198647
"GN2005DHS.5","Guinea","GN2005DHS","Males",2001-11-30,"0-6",0.200009637622679,0.173487592880197,0.225680613644034
"GN2005DHS.6","Guinea","GN2005DHS","Females",2001-11-30,"0-6",0.197229586654848,0.176040522963253,0.217873749252834
"GN2012DHS.1","Guinea","GN2012DHS","Males",1995-04-02,"14-20",0.160687167514216,0.107690583497783,0.210536146153558
"GN2012DHS.2","Guinea","GN2012DHS","Females",1995-04-02,"14-20",0.127162044980229,0.0805939468950776,0.17137145970459
"GN2012DHS.3","Guinea","GN2012DHS","Males",2002-04-01,"7-13",0.138559362708346,0.11125255328066,0.165027169060554
"GN2012DHS.4","Guinea","GN2012DHS","Females",2002-04-01,"7-13",0.166368844308071,0.135251126637146,0.196366800643798
"GN2012DHS.5","Guinea","GN2012DHS","Males",2009-04-01,"0-6",0.17336750193004,0.150809175202191,0.195326578065559
"GN2012DHS.6","Guinea","GN2012DHS","Females",2009-04-01,"0-6",0.173316464267474,0.149355006797516,0.196602961620494
"GU1995DHS.1","Guatemala","GU1995DHS","Males",1978-06-01,"14-20",0.175547034492975,0.104811027727319,0.240693626276844
"GU1995DHS.2","Guatemala","GU1995DHS","Females",1978-06-01,"14-20",0.120203098783621,0.0642461821056612,0.172813861308398
"GU1995DHS.3","Guatemala","GU1995DHS","Males",1985-05-31,"7-13",0.121263650867638,0.100602979600652,0.141449711559404
"GU1995DHS.4","Guatemala","GU1995DHS","Females",1985-05-31,"7-13",0.0606017607814937,0.0426295463291073,0.0782365922583725
"GU1995DHS.5","Guatemala","GU1995DHS","Males",1992-05-31,"0-6",0.112622398657668,0.0948707561270116,0.130025891115096
"GU1995DHS.6","Guatemala","GU1995DHS","Females",1992-05-31,"0-6",0.0644682594489367,0.0510662994185827,0.0776809412056398
"GU2015DHS.1","Guatemala","GU2015DHS","Males",1997-11-30,"14-20",0.136171008957881,0.10186994975918,0.169162054465539
"GU2015DHS.2","Guatemala","GU2015DHS","Females",1997-11-30,"14-20",0.0698429970234836,0.0500607354100228,0.0892132976946706
"GU2015DHS.3","Guatemala","GU2015DHS","Males",2004-11-29,"7-13",0.122784792391727,0.107161859646397,0.138134354168083
"GU2015DHS.4","Guatemala","GU2015DHS","Females",2004-11-29,"7-13",0.0603420648938701,0.0483710375145049,0.0721625025978819
"GU2015DHS.5","Guatemala","GU2015DHS","Males",2011-11-30,"0-6",0.115414992647496,0.105600323503964,0.125121960801272
"GU2015DHS.6","Guatemala","GU2015DHS","Females",2011-11-30,"0-6",0.0513552415038852,0.0448274800356202,0.0578383914816644
"HT2000DHS.1","Haiti","HT2000DHS","Males",1982-12-31,"14-20",0.264443720347809,0.166226836081383,0.351090843470008
"HT2000DHS.2","Haiti","HT2000DHS","Females",1982-12-31,"14-20",0.250727819795219,0.157320743569068,0.333781156063333
"HT2000DHS.3","Haiti","HT2000DHS","Males",1989-12-30,"7-13",0.205876711622863,0.170493027589481,0.239751059222176
"HT2000DHS.4","Haiti","HT2000DHS","Females",1989-12-30,"7-13",0.276765632171816,0.165630169320264,0.3730981974963
"HT2000DHS.5","Haiti","HT2000DHS","Males",1996-12-30,"0-6",0.195351341880987,0.155315104921138,0.233489947807959
"HT2000DHS.6","Haiti","HT2000DHS","Females",1996-12-30,"0-6",0.21619775497221,0.198776459362202,0.233240252999101
"HT2006DHS.1","Haiti","HT2006DHS","Males",1988-11-30,"14-20",0.216869373138952,0.163016014643023,0.267257690162129
"HT2006DHS.2","Haiti","HT2006DHS","Females",1988-11-30,"14-20",0.151914853966741,0.121160257227367,0.1815932075931
"HT2006DHS.3","Haiti","HT2006DHS","Males",1995-11-30,"7-13",0.188149545848077,0.160979741518341,0.214439516514854
"HT2006DHS.4","Haiti","HT2006DHS","Females",1995-11-30,"7-13",0.171691136092364,0.148643449308258,0.194114882336321
"HT2006DHS.5","Haiti","HT2006DHS","Males",2002-11-30,"0-6",0.178081725179549,0.155530709135173,0.200030530663831
"HT2006DHS.6","Haiti","HT2006DHS","Females",2002-11-30,"0-6",0.183790003027989,0.161635186468424,0.205359351437095
"HT2016DHS.1","Haiti","HT2016DHS","Males",1999-10-01,"14-20",0.166762679472848,0.102237238368818,0.226650444870542
"HT2016DHS.2","Haiti","HT2016DHS","Females",1999-10-01,"14-20",0.180943584266079,0.13026405780593,0.228670013955563
"HT2016DHS.3","Haiti","HT2016DHS","Males",2006-09-30,"7-13",0.188991371960356,0.157208643982993,0.219575533067673
"HT2016DHS.4","Haiti","HT2016DHS","Females",2006-09-30,"7-13",0.158007888605386,0.135459813968007,0.1799678868548
"HT2016DHS.5","Haiti","HT2016DHS","Males",2013-09-30,"0-6",0.176850001518042,0.156589369294888,0.196623927499731
"HT2016DHS.6","Haiti","HT2016DHS","Females",2013-09-30,"0-6",0.143944842365661,0.126657965577648,0.160889543811934
"ID1994DHS.1","Indonesia","ID1994DHS","Males",1977-05-02,"14-20",0.117623204887809,0.0742642608299349,0.158951333940636
"ID1994DHS.2","Indonesia","ID1994DHS","Females",1977-05-02,"14-20",0.105603961440791,0.0728312474706132,0.137218255459864
"ID1994DHS.3","Indonesia","ID1994DHS","Males",1984-05-01,"7-13",0.0771901611611786,0.061973271205881,0.0921601991528768
"ID1994DHS.4","Indonesia","ID1994DHS","Females",1984-05-01,"7-13",0.0727049988976521,0.0618093793472121,0.0834740828349934
"ID1994DHS.5","Indonesia","ID1994DHS","Males",1991-05-02,"0-6",0.103880724888908,0.08945788875589,0.118075105687955
"ID1994DHS.6","Indonesia","ID1994DHS","Females",1991-05-02,"0-6",0.0905451878491503,0.0782479583108264,0.102678358239809
"ID1997DHS.1","Indonesia","ID1997DHS","Males",1980-06-01,"14-20",0.0896890966109363,0.0624106425506504,0.116173904657637
"ID1997DHS.2","Indonesia","ID1997DHS","Females",1980-06-01,"14-20",0.0836958649681654,0.0597979409130255,0.106986354941849
"ID1997DHS.3","Indonesia","ID1997DHS","Males",1987-06-01,"7-13",0.0812493129132705,0.0639513480969373,0.0982276152994739
"ID1997DHS.4","Indonesia","ID1997DHS","Females",1987-06-01,"7-13",0.0633420289205767,0.0516047963280104,0.0749340028399669
"ID1997DHS.5","Indonesia","ID1997DHS","Males",1994-06-01,"0-6",0.0824676806442309,0.0722683431272693,0.0925548882311484
"ID1997DHS.6","Indonesia","ID1997DHS","Females",1994-06-01,"0-6",0.0672516249163615,0.0573255859343237,0.0770731461047658
"ID2003DHS.1","Indonesia","ID2003DHS","Males",1985-09-30,"14-20",0.0840874754548817,0.054299992849885,0.112936717483338
"ID2003DHS.2","Indonesia","ID2003DHS","Females",1985-09-30,"14-20",0.0642249001785707,0.0407270528479863,0.0871471565568505
"ID2003DHS.3","Indonesia","ID2003DHS","Males",1992-09-29,"7-13",0.0646229889477461,0.0507615999833283,0.0782819650051223
"ID2003DHS.4","Indonesia","ID2003DHS","Females",1992-09-29,"7-13",0.0595739979370644,0.0478426149906783,0.0711608403400472
"ID2003DHS.5","Indonesia","ID2003DHS","Males",1999-09-30,"0-6",0.0750016305908218,0.0640299950193989,0.0858446543622174
"ID2003DHS.6","Indonesia","ID2003DHS","Females",1999-09-30,"0-6",0.0711516755171502,0.0606759071086471,0.0815106134040271
"ID2007DHS.1","Indonesia","ID2007DHS","Males",1990-08-02,"14-20",0.069277050130274,0.0488648359522377,0.0892511998739381
"ID2007DHS.2","Indonesia","ID2007DHS","Females",1990-08-02,"14-20",0.0545394037039574,0.0378691324444748,0.0709208390542765
"ID2007DHS.3","Indonesia","ID2007DHS","Males",1997-08-01,"7-13",0.0695258492162271,0.0586398170430993,0.0802859936594297
"ID2007DHS.4","Indonesia","ID2007DHS","Females",1997-08-01,"7-13",0.0670899976835506,0.0552974026111912,0.0787353873825735
"ID2007DHS.5","Indonesia","ID2007DHS","Males",2004-08-01,"0-6",0.0907890364033984,0.0811313909841898,0.100345176434211
"ID2007DHS.6","Indonesia","ID2007DHS","Females",2004-08-01,"0-6",0.068602275388037,0.05976538993384,0.0773561065239878
"ID2012DHS.1","Indonesia","ID2012DHS","Males",1994-12-31,"14-20",0.0782068578860325,0.0587509734889662,0.0972605836332514
"ID2012DHS.2","Indonesia","ID2012DHS","Females",1994-12-31,"14-20",0.0832672320159816,0.0571705169055474,0.108641612333363
"ID2012DHS.3","Indonesia","ID2012DHS","Males",2001-12-30,"7-13",0.0694719427074869,0.0605611512059386,0.0782982133216075
"ID2012DHS.4","Indonesia","ID2012DHS","Females",2001-12-30,"7-13",0.0625044276213237,0.0517096649555473,0.0731763092487682
"ID2012DHS.5","Indonesia","ID2012DHS","Males",2008-12-30,"0-6",0.0968124624751471,0.0880387077631937,0.105501807056538
"ID2012DHS.6","Indonesia","ID2012DHS","Females",2008-12-30,"0-6",0.0803933891812708,0.0727734119012643,0.0879507452481963
"JO1997DHS.1","Jordan","JO1997DHS","Males",1980-04-01,"14-20",0.0853981071297585,0.0442749939808434,0.12475176732473
"JO1997DHS.2","Jordan","JO1997DHS","Females",1980-04-01,"14-20",0.0319183415116453,0.0187750266123474,0.0448856043013586
"JO1997DHS.3","Jordan","JO1997DHS","Males",1987-04-01,"7-13",0.0480181621160288,0.0344611106148712,0.0613848601809597
"JO1997DHS.4","Jordan","JO1997DHS","Females",1987-04-01,"7-13",0.0313448280742182,0.0198612934651212,0.0426938189026859
"JO1997DHS.5","Jordan","JO1997DHS","Males",1994-04-01,"0-6",0.0524904488344824,0.0412002166908106,0.0636477342002377
"JO1997DHS.6","Jordan","JO1997DHS","Females",1994-04-01,"0-6",0.0319505633608083,0.0225998965590606,0.0412117734811728
"KE1998DHS.1","Kenya","KE1998DHS","Males",1980-12-30,"14-20",0.0764457867078886,0.0426719319863368,0.109028123807776
"KE1998DHS.2","Kenya","KE1998DHS","Females",1980-12-30,"14-20",0.0621290974535592,0.0370467775638609,0.0865580909340499
"KE1998DHS.3","Kenya","KE1998DHS","Males",1987-12-30,"7-13",0.0875835814146178,0.0651165924725393,0.109510646781137
"KE1998DHS.4","Kenya","KE1998DHS","Females",1987-12-30,"7-13",0.110005265819206,0.0783874872977087,0.140538332593785
"KE1998DHS.5","Kenya","KE1998DHS","Males",1994-12-30,"0-6",0.183624378471352,0.16204739705922,0.204645760288441
"KE1998DHS.6","Kenya","KE1998DHS","Females",1994-12-30,"0-6",0.169280495113305,0.147835560620757,0.190185762384202
"KE2003DHS.1","Kenya","KE2003DHS","Males",1986-03-02,"14-20",0.117343237890411,0.0685014575916697,0.163624070002821
"KE2003DHS.2","Kenya","KE2003DHS","Females",1986-03-02,"14-20",0.107596522276696,0.0468397011364201,0.164480551695084
"KE2003DHS.3","Kenya","KE2003DHS","Males",1993-03-01,"7-13",0.15629446987085,0.126614505271014,0.184965830247278
"KE2003DHS.4","Kenya","KE2003DHS","Females",1993-03-01,"7-13",0.11554758515222,0.0943555131877446,0.136243762843956
"KE2003DHS.5","Kenya","KE2003DHS","Males",2000-03-01,"0-6",0.239800264760117,0.214694232682941,0.264103663171666
"KE2003DHS.6","Kenya","KE2003DHS","Females",2000-03-01,"0-6",0.234383898224139,0.209985889268493,0.258028423371187
"KE2008DHS.1","Kenya","KE2008DHS","Males",1991-08-03,"14-20",0.127006832305531,0.0824912147408989,0.169362644711892
"KE2008DHS.2","Kenya","KE2008DHS","Females",1991-08-03,"14-20",0.100661539833255,0.0567150173103539,0.142560646275865
"KE2008DHS.3","Kenya","KE2008DHS","Males",1998-08-02,"7-13",0.173442250702761,0.138267461094237,0.207181251631918
"KE2008DHS.4","Kenya","KE2008DHS","Females",1998-08-02,"7-13",0.166307834427101,0.129306988797267,0.201736297414938
"KE2008DHS.5","Kenya","KE2008DHS","Males",2005-08-02,"0-6",0.230461007000974,0.199152409252998,0.260545616184496
"KE2008DHS.6","Kenya","KE2008DHS","Females",2005-08-02,"0-6",0.214210365978403,0.181462296712203,0.245648249975976
"KE2014DHS.1","Kenya","KE2014DHS","Males",1997-04-01,"14-20",0.170723776345521,0.132590201765535,0.207180900517398
"KE2014DHS.2","Kenya","KE2014DHS","Females",1997-04-01,"14-20",0.162672137090425,0.128710335919666,0.195310148956304
"KE2014DHS.3","Kenya","KE2014DHS","Males",2004-03-31,"7-13",0.204926130537381,0.180481827352016,0.228641317544287
"KE2014DHS.4","Kenya","KE2014DHS","Females",2004-03-31,"7-13",0.165849985534228,0.146525313677253,0.184737101423388
"KE2014DHS.5","Kenya","KE2014DHS","Males",2011-04-01,"0-6",0.183239527875473,0.165304545524305,0.200789143815202
"KE2014DHS.6","Kenya","KE2014DHS","Females",2011-04-01,"0-6",0.138283455069844,0.12425842493583,0.152083873884878
"KH2000DHS.1","Cambodia","KH2000DHS","Males",1982-12-31,"14-20",0.323453814280766,0.278135895929004,0.365926718297898
"KH2000DHS.2","Cambodia","KH2000DHS","Females",1982-12-31,"14-20",0.174327780270367,0.129491879492468,0.216854388405031
"KH2000DHS.3","Cambodia","KH2000DHS","Males",1989-12-30,"7-13",0.171720131629277,0.147009677649944,0.195714743330139
"KH2000DHS.4","Cambodia","KH2000DHS","Females",1989-12-30,"7-13",0.104413557038021,0.0883338769489728,0.120209628791485
"KH2000DHS.5","Cambodia","KH2000DHS","Males",1996-12-30,"0-6",0.163045612365269,0.146107047301123,0.179648169285155
"KH2000DHS.6","Cambodia","KH2000DHS","Females",1996-12-30,"0-6",0.123854977972672,0.110266117848709,0.137236296130241
"KH2005DHS.1","Cambodia","KH2005DHS","Males",1988-08-30,"14-20",0.255811365751973,0.189994433648836,0.316280348740411
"KH2005DHS.2","Cambodia","KH2005DHS","Females",1988-08-30,"14-20",0.164058939164658,0.112173615007585,0.21291204113461
"KH2005DHS.3","Cambodia","KH2005DHS","Males",1995-08-30,"7-13",0.174388063096931,0.151858748732022,0.196318927610481
"KH2005DHS.4","Cambodia","KH2005DHS","Females",1995-08-30,"7-13",0.111334418522511,0.0964161021899224,0.126006431038998
"KH2005DHS.5","Cambodia","KH2005DHS","Males",2002-08-30,"0-6",0.184935465159641,0.169248050463046,0.200326648255454
"KH2005DHS.6","Cambodia","KH2005DHS","Females",2002-08-30,"0-6",0.115192835447666,0.102739805780664,0.127473030134486
"KH2010DHS.1","Cambodia","KH2010DHS","Males",1993-07-02,"14-20",0.158706918896025,0.133943192994644,0.182762559466792
"KH2010DHS.2","Cambodia","KH2010DHS","Females",1993-07-02,"14-20",0.102053827688096,0.0766452896356468,0.126763182860212
"KH2010DHS.3","Cambodia","KH2010DHS","Males",2000-07-01,"7-13",0.132009048114272,0.114792697032866,0.148890559273363
"KH2010DHS.4","Cambodia","KH2010DHS","Females",2000-07-01,"7-13",0.10425600466406,0.0881305757064997,0.120096272772778
"KH2010DHS.5","Cambodia","KH2010DHS","Males",2007-07-02,"0-6",0.14682647020286,0.132190737474379,0.16121536911457
"KH2010DHS.6","Cambodia","KH2010DHS","Females",2007-07-02,"0-6",0.094220554397021,0.082396921532318,0.105891835665048
"KH2014DHS.1","Cambodia","KH2014DHS","Males",1997-06-01,"14-20",0.1945209540175,0.156481561466341,0.230844918286881
"KH2014DHS.2","Cambodia","KH2014DHS","Females",1997-06-01,"14-20",0.118387195357954,0.0937923967557693,0.14231448232581
"KH2014DHS.3","Cambodia","KH2014DHS","Males",2004-05-31,"7-13",0.135025260983424,0.110730239492544,0.158656537798104
"KH2014DHS.4","Cambodia","KH2014DHS","Females",2004-05-31,"7-13",0.0754403793047792,0.0614651885842992,0.0892074733693886
"KH2014DHS.5","Cambodia","KH2014DHS","Males",2011-06-01,"0-6",0.128686597627343,0.114578288042509,0.142570105406831
"KH2014DHS.6","Cambodia","KH2014DHS","Females",2011-06-01,"0-6",0.0747514723538688,0.0648887585797584,0.0845101630784409
"KH2021DHS.1","Cambodia","KH2021DHS","Males",2004-08-02,"14-20",0.112603571981401,0.0876692245465083,0.136856454207915
"KH2021DHS.2","Cambodia","KH2021DHS","Females",2004-08-02,"14-20",0.0711202058692592,0.0480871575624073,0.0935959328640598
"KH2021DHS.3","Cambodia","KH2021DHS","Males",2011-08-02,"7-13",0.090599999605385,0.0752755230803902,0.105670519858402
"KH2021DHS.4","Cambodia","KH2021DHS","Females",2011-08-02,"7-13",0.058866469420249,0.0462590129158911,0.0713072685599118
"KH2021DHS.5","Cambodia","KH2021DHS","Males",2018-08-02,"0-6",0.102018830656691,0.090408538396068,0.113480925740815
"KH2021DHS.6","Cambodia","KH2021DHS","Females",2018-08-02,"0-6",0.0481134002714648,0.0404920352188675,0.05567422887476
"KM2012DHS.1","Comoros","KM2012DHS","Males",1995-06-02,"14-20",0.0513944436860022,0.0315673865919309,0.070815574557052
"KM2012DHS.2","Comoros","KM2012DHS","Females",1995-06-02,"14-20",0.0306981959455818,0.0135943816258655,0.0475054380856247
"KM2012DHS.3","Comoros","KM2012DHS","Males",2002-06-01,"7-13",0.0383806944248247,0.0227372523729061,0.0537737255408657
"KM2012DHS.4","Comoros","KM2012DHS","Females",2002-06-01,"7-13",0.0571629112214577,0.0315570964721297,0.0820917033537697
"KM2012DHS.5","Comoros","KM2012DHS","Males",2009-06-01,"0-6",0.0657514384299184,0.0433452205246462,0.0876328707891507
"KM2012DHS.6","Comoros","KM2012DHS","Females",2009-06-01,"0-6",0.065839918063207,0.0466494418750144,0.0846440994376075
"LB2007DHS.1","Liberia","LB2007DHS","Males",1989-09-30,"14-20",0.209965668075078,0.109307656087601,0.299248219785479
"LB2007DHS.2","Liberia","LB2007DHS","Females",1989-09-30,"14-20",0.194845894972601,0.101902868050527,0.2781703562116
"LB2007DHS.3","Liberia","LB2007DHS","Males",1996-09-29,"7-13",0.132070669802356,0.0886416878711642,0.173430129300407
"LB2007DHS.4","Liberia","LB2007DHS","Females",1996-09-29,"7-13",0.107712726715547,0.069808615362744,0.144072293922732
"LB2007DHS.5","Liberia","LB2007DHS","Males",2003-09-30,"0-6",0.185749411249011,0.153691673258374,0.216592818087982
"LB2007DHS.6","Liberia","LB2007DHS","Females",2003-09-30,"0-6",0.163756454781162,0.13857767912859,0.188199272323522
"LB2013DHS.1","Liberia","LB2013DHS","Males",1995-12-31,"14-20",0.168403694011236,0.124391131012718,0.210203961348634
"LB2013DHS.2","Liberia","LB2013DHS","Females",1995-12-31,"14-20",0.16891115050827,0.0954577221275332,0.236399787333243
"LB2013DHS.3","Liberia","LB2013DHS","Males",2002-12-30,"7-13",0.146122700009602,0.115888810384473,0.175322683387869
"LB2013DHS.4","Liberia","LB2013DHS","Females",2002-12-30,"7-13",0.158727546542873,0.123447390771992,0.192587719784338
"LB2013DHS.5","Liberia","LB2013DHS","Males",2009-12-30,"0-6",0.150749902027868,0.128898385381585,0.17205327506871
"LB2013DHS.6","Liberia","LB2013DHS","Females",2009-12-30,"0-6",0.175758537456752,0.146699492320922,0.203827980340378
"LB2019DHS.1","Liberia","LB2019DHS","Males",2002-08-02,"14-20",0.143397885049789,0.0727487831826901,0.208664092288009
"LB2019DHS.2","Liberia","LB2019DHS","Females",2002-08-02,"14-20",0.122368313814994,0.0515648514854062,0.187886090259037
"LB2019DHS.3","Liberia","LB2019DHS","Males",2009-08-01,"7-13",0.0944012220902137,0.072286331313138,0.115988936853192
"LB2019DHS.4","Liberia","LB2019DHS","Females",2009-08-01,"7-13",0.10641683103505,0.0775334347549342,0.13439585786471
"LB2019DHS.5","Liberia","LB2019DHS","Males",2016-08-01,"0-6",0.189376658267374,0.160679468945773,0.217092662636993
"LB2019DHS.6","Liberia","LB2019DHS","Females",2016-08-01,"0-6",0.173023866765145,0.151961249717575,0.193563354608131
"LS2004DHS.1","Lesotho","LS2004DHS","Males",1987-07-03,"14-20",0.169654023710467,0.114038679671044,0.221778169633616
"LS2004DHS.2","Lesotho","LS2004DHS","Females",1987-07-03,"14-20",0.116814037766746,0.064856774737963,0.165884516067247
"LS2004DHS.3","Lesotho","LS2004DHS","Males",1994-07-02,"7-13",0.228476479178986,0.194882171924963,0.260669032005864
"LS2004DHS.4","Lesotho","LS2004DHS","Females",1994-07-02,"7-13",0.125480244475844,0.100360274697753,0.149898808053313
"LS2004DHS.5","Lesotho","LS2004DHS","Males",2001-07-02,"0-6",0.469373514576751,0.438853281403152,0.498233781466843
"LS2004DHS.6","Lesotho","LS2004DHS","Females",2001-07-02,"0-6",0.393070356146043,0.36330396844601,0.421445125565455
"LS2009DHS.1","Lesotho","LS2009DHS","Males",1992-07-02,"14-20",0.178550665521342,0.137045466799258,0.218059604354078
"LS2009DHS.2","Lesotho","LS2009DHS","Females",1992-07-02,"14-20",0.12601763247254,0.040944322424406,0.203544490055222
"LS2009DHS.3","Lesotho","LS2009DHS","Males",1999-07-02,"7-13",0.31826476209006,0.279173754894882,0.355235831430714
"LS2009DHS.4","Lesotho","LS2009DHS","Females",1999-07-02,"7-13",0.245010021160907,0.215292247516718,0.273602348971826
"LS2009DHS.5","Lesotho","LS2009DHS","Males",2006-07-02,"0-6",0.533913367408736,0.504780763496815,0.561332167517959
"LS2009DHS.6","Lesotho","LS2009DHS","Females",2006-07-02,"0-6",0.445250356279701,0.413035107794,0.4756974883946
"LS2014DHS.1","Lesotho","LS2014DHS","Males",1997-06-01,"14-20",0.326925605390934,0.253847042821309,0.392846820052382
"LS2014DHS.2","Lesotho","LS2014DHS","Females",1997-06-01,"14-20",0.240257963173339,0.182047183991776,0.294326089201068
"LS2014DHS.3","Lesotho","LS2014DHS","Males",2004-05-31,"7-13",0.403909334067593,0.350445904661452,0.452972301211426
"LS2014DHS.4","Lesotho","LS2014DHS","Females",2004-05-31,"7-13",0.408823825294302,0.338989053370358,0.47128066286703
"LS2014DHS.5","Lesotho","LS2014DHS","Males",2011-06-01,"0-6",0.475247234669242,0.43644060899402,0.511381641195371
"LS2014DHS.6","Lesotho","LS2014DHS","Females",2011-06-01,"0-6",0.435471173951815,0.403266857033198,0.465937497865655
"MA1992DHS.1","Morocco","MA1992DHS","Males",1974-10-01,"14-20",0.0695783796780018,0.0491919876549241,0.0895276645518736
"MA1992DHS.2","Morocco","MA1992DHS","Females",1974-10-01,"14-20",0.098508576763631,0.0692051037632793,0.126889511905907
"MA1992DHS.3","Morocco","MA1992DHS","Males",1981-09-30,"7-13",0.0976142926935026,0.0750826557434432,0.119597043122186
"MA1992DHS.4","Morocco","MA1992DHS","Females",1981-09-30,"7-13",0.0870093918895033,0.0643047641220378,0.109163092279877
"MA1992DHS.5","Morocco","MA1992DHS","Males",1988-09-30,"0-6",0.0668997435337851,0.0540182423976765,0.0796058363491878
"MA1992DHS.6","Morocco","MA1992DHS","Females",1988-09-30,"0-6",0.0632113305588893,0.0516147109217531,0.0746661496129111
