"","CountryName","SurveyId","Sex","Reference_period","tips","est","ci_l","ci_u"
"MA2003DHS.1","Morocco","MA2003DHS","Males",1986-08-02,"14-20",0.112658391045576,0.0631688993596299,0.159533526968078
"MA2003DHS.2","Morocco","MA2003DHS","Females",1986-08-02,"14-20",0.0753404886319464,0.0450869294637536,0.104635554435053
"MA2003DHS.3","Morocco","MA2003DHS","Males",1993-08-01,"7-13",0.0609690437842749,0.0493028285006003,0.0724921003596614
"MA2003DHS.4","Morocco","MA2003DHS","Females",1993-08-01,"7-13",0.0521163327594765,0.0391970997472399,0.0648618500371118
"MA2003DHS.5","Morocco","MA2003DHS","Males",2000-08-01,"0-6",0.0575692944600648,0.0496048250396048,0.065467020303936
"MA2003DHS.6","Morocco","MA2003DHS","Females",2000-08-01,"0-6",0.0419061116402704,0.0357617231460051,0.0480113464202777
"MD1997DHS.1","Madagascar","MD1997DHS","Males",1980-06-01,"14-20",0.132216833910175,0.0775992006296835,0.183600422004238
"MD1997DHS.2","Madagascar","MD1997DHS","Females",1980-06-01,"14-20",0.15170293053515,0.088031336078963,0.210929117927499
"MD1997DHS.3","Madagascar","MD1997DHS","Males",1987-06-01,"7-13",0.148859995135013,0.112996246578352,0.183273683919577
"MD1997DHS.4","Madagascar","MD1997DHS","Females",1987-06-01,"7-13",0.12797596292218,0.103075449457304,0.152185185720032
"MD1997DHS.5","Madagascar","MD1997DHS","Males",1994-06-01,"0-6",0.199022139942369,0.169728910196605,0.227281859886965
"MD1997DHS.6","Madagascar","MD1997DHS","Females",1994-06-01,"0-6",0.151970045761886,0.130642146836093,0.172774708748723
"MD2004DHS.1","Madagascar","MD2004DHS","Males",1986-08-31,"14-20",0.09582680618854,0.0558920053833182,0.134072405838337
"MD2004DHS.2","Madagascar","MD2004DHS","Females",1986-08-31,"14-20",0.114351529078049,0.0764910961464672,0.150659824963863
"MD2004DHS.3","Madagascar","MD2004DHS","Males",1993-08-30,"7-13",0.100689423057873,0.071121850893885,0.12931581545085
"MD2004DHS.4","Madagascar","MD2004DHS","Females",1993-08-30,"7-13",0.110196922251675,0.0785266123960079,0.140778748663493
"MD2004DHS.5","Madagascar","MD2004DHS","Males",2000-08-30,"0-6",0.150405859359601,0.126342087701265,0.173806825704469
"MD2004DHS.6","Madagascar","MD2004DHS","Females",2000-08-30,"0-6",0.124708978618766,0.102096449678643,0.146752040532186
"MD2008DHS.1","Madagascar","MD2008DHS","Males",1992-01-31,"14-20",0.180016521087435,0.135785516016465,0.221983757330359
"MD2008DHS.2","Madagascar","MD2008DHS","Females",1992-01-31,"14-20",0.143655915117298,0.109726842692834,0.176291921535968
"MD2008DHS.3","Madagascar","MD2008DHS","Males",1999-01-30,"7-13",0.137740804641954,0.118444636042288,0.156614603714022
"MD2008DHS.4","Madagascar","MD2008DHS","Females",1999-01-30,"7-13",0.150555417333318,0.130377529509275,0.17026511675279
"MD2008DHS.5","Madagascar","MD2008DHS","Males",2006-01-30,"0-6",0.155466249023284,0.142079671697226,0.168643948617232
"MD2008DHS.6","Madagascar","MD2008DHS","Females",2006-01-30,"0-6",0.146783174399808,0.131528230867709,0.161770160687424
"ML1996DHS.1","Mali","ML1996DHS","Males",1978-10-31,"14-20",0.214704847036384,0.101044854656418,0.313994162598124
"ML1996DHS.2","Mali","ML1996DHS","Females",1978-10-31,"14-20",0.155372430156893,0.104485275198724,0.203367949201078
"ML1996DHS.3","Mali","ML1996DHS","Males",1985-10-30,"7-13",0.117824085205874,0.0909567954644959,0.143897296894146
"ML1996DHS.4","Mali","ML1996DHS","Females",1985-10-30,"7-13",0.17062756422685,0.12450057564176,0.214324283851468
"ML1996DHS.5","Mali","ML1996DHS","Males",1992-10-30,"0-6",0.147515788932232,0.127675415645003,0.166904907698796
"ML1996DHS.6","Mali","ML1996DHS","Females",1992-10-30,"0-6",0.13884453314762,0.120708243387582,0.156606743424043
"ML2001DHS.1","Mali","ML2001DHS","Males",1983-10-31,"14-20",0.119249249462739,0.0760943046683463,0.160388459026126
"ML2001DHS.2","Mali","ML2001DHS","Females",1983-10-31,"14-20",0.14323435755958,0.101348050054559,0.183168337740867
"ML2001DHS.3","Mali","ML2001DHS","Males",1990-10-30,"7-13",0.141109085756748,0.109569119617652,0.17153187426199
"ML2001DHS.4","Mali","ML2001DHS","Females",1990-10-30,"7-13",0.151709253849753,0.11773197950038,0.184378019735272
"ML2001DHS.5","Mali","ML2001DHS","Males",1997-10-30,"0-6",0.182114302189355,0.16066384148166,0.203016565062484
"ML2001DHS.6","Mali","ML2001DHS","Females",1997-10-30,"0-6",0.17161906879749,0.150482055814776,0.192230167853501
"ML2006DHS.1","Mali","ML2006DHS","Males",1989-06-01,"14-20",0.206227825953356,0.1265937765426,0.278601128125042
"ML2006DHS.2","Mali","ML2006DHS","Females",1989-06-01,"14-20",0.169715882218193,0.092351109059752,0.240486356429542
"ML2006DHS.3","Mali","ML2006DHS","Males",1996-05-31,"7-13",0.147046557666056,0.117652905167325,0.175461018628627
"ML2006DHS.4","Mali","ML2006DHS","Females",1996-05-31,"7-13",0.264717034085566,0.049461779877325,0.43122640571554
"ML2006DHS.5","Mali","ML2006DHS","Males",2003-06-01,"0-6",0.169656837217476,0.151088829297568,0.187818712045945
"ML2006DHS.6","Mali","ML2006DHS","Females",2003-06-01,"0-6",0.146662068497075,0.127900852104355,0.165019680275132
"ML2012DHS.1","Mali","ML2012DHS","Males",1995-08-03,"14-20",0.07847270322404,0.0283937574860214,0.125970458458648
"ML2012DHS.2","Mali","ML2012DHS","Females",1995-08-03,"14-20",0.196331066913035,0.0147960115902931,0.344416220795339
"ML2012DHS.3","Mali","ML2012DHS","Males",2002-08-02,"7-13",0.09524539090507,0.062364965363803,0.126972785316059
"ML2012DHS.4","Mali","ML2012DHS","Females",2002-08-02,"7-13",0.102184240393,0.0696786588314775,0.133554071557432
"ML2012DHS.5","Mali","ML2012DHS","Males",2009-08-02,"0-6",0.105049829497177,0.0872486182554728,0.122503867206187
"ML2012DHS.6","Mali","ML2012DHS","Females",2009-08-02,"0-6",0.100486007099901,0.0805715583341792,0.119969116947149
"ML2018DHS.1","Mali","ML2018DHS","Males",2001-05-02,"14-20",0.127092839161452,0.0691432896343751,0.181434797688759
"ML2018DHS.2","Mali","ML2018DHS","Females",2001-05-02,"14-20",0.156247924837706,0.0214475691033132,0.272478876079927
"ML2018DHS.3","Mali","ML2018DHS","Males",2008-05-01,"7-13",0.129409823632565,0.0982174782203101,0.159523236609538
"ML2018DHS.4","Mali","ML2018DHS","Females",2008-05-01,"7-13",0.136152698362809,0.10054715664496,0.170348766965545
"ML2018DHS.5","Mali","ML2018DHS","Males",2015-05-02,"0-6",0.137125719895284,0.117410245912984,0.156400785508297
"ML2018DHS.6","Mali","ML2018DHS","Females",2015-05-02,"0-6",0.135305536532467,0.11550957796812,0.154658437754734
"MM2016DHS.1","Myanmar","MM2016DHS","Males",1998-12-31,"14-20",0.181106019125485,0.136927845931807,0.22302283910839
"MM2016DHS.2","Myanmar","MM2016DHS","Females",1998-12-31,"14-20",0.116668649536569,0.0887940026631854,0.143690584794152
"MM2016DHS.3","Myanmar","MM2016DHS","Males",2005-12-30,"7-13",0.178770489383336,0.158407239975785,0.198641027890639
"MM2016DHS.4","Myanmar","MM2016DHS","Females",2005-12-30,"7-13",0.0977813564381153,0.0806876319962874,0.114557239604809
"MM2016DHS.5","Myanmar","MM2016DHS","Males",2012-12-30,"0-6",0.16276052946998,0.144661872232729,0.180476225416067
"MM2016DHS.6","Myanmar","MM2016DHS","Females",2012-12-30,"0-6",0.0720328978283475,0.0614093040570854,0.0825362466993516
"MR2020DHS.1","Mauritania","MR2020DHS","Males",2003-10-01,"14-20",0.0808253110862307,0.0544505918694159,0.106464346046058
"MR2020DHS.2","Mauritania","MR2020DHS","Females",2003-10-01,"14-20",0.093003190225778,0.0484484774641754,0.135471707566266
"MR2020DHS.3","Mauritania","MR2020DHS","Males",2010-09-30,"7-13",0.0797452601537144,0.0631628715460265,0.0960341339085161
"MR2020DHS.4","Mauritania","MR2020DHS","Females",2010-09-30,"7-13",0.0948319007394126,0.0689989897712001,0.11994801410831
"MR2020DHS.5","Mauritania","MR2020DHS","Males",2017-09-30,"0-6",0.0947985647200088,0.0816274086855063,0.107780822095159
"MR2020DHS.6","Mauritania","MR2020DHS","Females",2017-09-30,"0-6",0.0921016406859611,0.0775214957454538,0.106451340553216
"MW1992DHS.1","Malawi","MW1992DHS","Males",1975-05-03,"14-20",0.107164007834247,0.0535003218832955,0.157785124139984
"MW1992DHS.2","Malawi","MW1992DHS","Females",1975-05-03,"14-20",0.122952134684254,0.0741806384338876,0.169154383686997
"MW1992DHS.3","Malawi","MW1992DHS","Males",1982-05-02,"7-13",0.101383011974518,0.0575030396114334,0.143220057882124
"MW1992DHS.4","Malawi","MW1992DHS","Females",1982-05-02,"7-13",0.0892541221186454,0.0641805693937882,0.11365587532141
"MW1992DHS.5","Malawi","MW1992DHS","Males",1989-05-02,"0-6",0.222911871391429,0.18181332360948,0.261945987328512
"MW1992DHS.6","Malawi","MW1992DHS","Females",1989-05-02,"0-6",0.222904944868456,0.189192180431066,0.255215958535096
"MW2000DHS.1","Malawi","MW2000DHS","Males",1983-05-03,"14-20",0.122470423496559,0.0837243875232919,0.159578027448718
"MW2000DHS.2","Malawi","MW2000DHS","Females",1983-05-03,"14-20",0.170247291855268,0.120980096366539,0.216753165852536
"MW2000DHS.3","Malawi","MW2000DHS","Males",1990-05-02,"7-13",0.192484852190685,0.161917878231465,0.221936971325117
"MW2000DHS.4","Malawi","MW2000DHS","Females",1990-05-02,"7-13",0.162543537300849,0.137504275142249,0.186855880320747
"MW2000DHS.5","Malawi","MW2000DHS","Males",1997-05-02,"0-6",0.390129690484091,0.36729189256969,0.412143150907864
"MW2000DHS.6","Malawi","MW2000DHS","Females",1997-05-02,"0-6",0.372568015947046,0.349223738714934,0.395074900496127
"MW2004DHS.1","Malawi","MW2004DHS","Males",1987-07-03,"14-20",0.192618344117771,0.137079241161267,0.244582852390327
"MW2004DHS.2","Malawi","MW2004DHS","Females",1987-07-03,"14-20",0.125101205486184,0.0931639200818997,0.155913711868568
"MW2004DHS.3","Malawi","MW2004DHS","Males",1994-07-02,"7-13",0.234011188157426,0.198264956061586,0.268163635475228
"MW2004DHS.4","Malawi","MW2004DHS","Females",1994-07-02,"7-13",0.231767259312853,0.201753409569184,0.260652596655424
"MW2004DHS.5","Malawi","MW2004DHS","Males",2001-07-02,"0-6",0.384222280911417,0.354208671237099,0.412840986805581
"MW2004DHS.6","Malawi","MW2004DHS","Females",2001-07-02,"0-6",0.38753116327391,0.362135066722662,0.411916133979556
"MW2010DHS.1","Malawi","MW2010DHS","Males",1993-05-02,"14-20",0.268595525283193,0.221764270921529,0.312608653589808
"MW2010DHS.2","Malawi","MW2010DHS","Females",1993-05-02,"14-20",0.273660261144379,0.23732477715183,0.308264644719058
"MW2010DHS.3","Malawi","MW2010DHS","Males",2000-05-01,"7-13",0.324813500613035,0.296763579548527,0.351744597269644
"MW2010DHS.4","Malawi","MW2010DHS","Females",2000-05-01,"7-13",0.331157635888105,0.304103058810444,0.357160404720138
"MW2010DHS.5","Malawi","MW2010DHS","Males",2007-05-02,"0-6",0.34074395043112,0.318324393312304,0.36242615310088
"MW2010DHS.6","Malawi","MW2010DHS","Females",2007-05-02,"0-6",0.304720771055392,0.284872005943625,0.324018622932414
"MW2015DHS.1","Malawi","MW2015DHS","Males",1998-08-02,"14-20",0.276409218251243,0.236309831526606,0.314403090354804
"MW2015DHS.2","Malawi","MW2015DHS","Females",1998-08-02,"14-20",0.256185518287989,0.222916662938614,0.288030051838825
"MW2015DHS.3","Malawi","MW2015DHS","Males",2005-08-01,"7-13",0.289003882925634,0.240425855829788,0.334475136660858
"MW2015DHS.4","Malawi","MW2015DHS","Females",2005-08-01,"7-13",0.250888175892557,0.225239096300645,0.275688122183123
"MW2015DHS.5","Malawi","MW2015DHS","Males",2012-08-01,"0-6",0.217712684075444,0.200280127692737,0.234765239869746
"MW2015DHS.6","Malawi","MW2015DHS","Females",2012-08-01,"0-6",0.183897368099794,0.167129349882641,0.200327799159936
"MZ1997DHS.1","Mozambique","MZ1997DHS","Males",1979-12-31,"14-20",0.138209783949242,0.0748239985421159,0.197252873712137
"MZ1997DHS.2","Mozambique","MZ1997DHS","Females",1979-12-31,"14-20",0.0954235726151197,0.047995807953411,0.140488540054297
"MZ1997DHS.3","Mozambique","MZ1997DHS","Males",1986-12-30,"7-13",0.121011940699578,0.0828881361212992,0.157550960986249
"MZ1997DHS.4","Mozambique","MZ1997DHS","Females",1986-12-30,"7-13",0.123684673577911,0.0690118674404174,0.175146788164773
"MZ1997DHS.5","Mozambique","MZ1997DHS","Males",1993-12-30,"0-6",0.176985210920501,0.138761238054733,0.213512706379303
"MZ1997DHS.6","Mozambique","MZ1997DHS","Females",1993-12-30,"0-6",0.118595657512651,0.0953290683461551,0.141263869797011
"MZ2003DHS.1","Mozambique","MZ2003DHS","Males",1986-07-02,"14-20",0.173008167482046,0.129092461447625,0.214709414287297
"MZ2003DHS.2","Mozambique","MZ2003DHS","Females",1986-07-02,"14-20",0.161714631568683,0.10982740795745,0.210577403519476
"MZ2003DHS.3","Mozambique","MZ2003DHS","Males",1993-07-01,"7-13",0.160032497530235,0.133109129025708,0.186119696459213
"MZ2003DHS.4","Mozambique","MZ2003DHS","Females",1993-07-01,"7-13",0.109860534644367,0.0854979498451581,0.133574093519579
"MZ2003DHS.5","Mozambique","MZ2003DHS","Males",2000-07-01,"0-6",0.234548696076164,0.211853646979707,0.256590230439581
"MZ2003DHS.6","Mozambique","MZ2003DHS","Females",2000-07-01,"0-6",0.215098750227625,0.189978824747669,0.239439670571176
"MZ2011DHS.1","Mozambique","MZ2011DHS","Males",1994-05-02,"14-20",0.194171979189684,0.0849085655420454,0.290389162578369
"MZ2011DHS.2","Mozambique","MZ2011DHS","Females",1994-05-02,"14-20",0.100782567138512,0.0556488904579618,0.143759155475414
"MZ2011DHS.3","Mozambique","MZ2011DHS","Males",2001-05-01,"7-13",0.21450358817091,0.170280859749298,0.256369314549082
"MZ2011DHS.4","Mozambique","MZ2011DHS","Females",2001-05-01,"7-13",0.17924571944246,0.144833436215327,0.212273237072979
"MZ2011DHS.5","Mozambique","MZ2011DHS","Males",2008-05-01,"0-6",0.240947943954085,0.217565998267925,0.263631152899689
"MZ2011DHS.6","Mozambique","MZ2011DHS","Females",2008-05-01,"0-6",0.198449399825088,0.177571829092429,0.218796987545107
"NG2008DHS.1","Nigeria","NG2008DHS","Males",1991-04-02,"14-20",0.11139304478746,0.0894051701375096,0.132849984475157
"NG2008DHS.2","Nigeria","NG2008DHS","Females",1991-04-02,"14-20",0.122551711541534,0.0955552976182301,0.148742320131688
"NG2008DHS.3","Nigeria","NG2008DHS","Males",1998-04-01,"7-13",0.135434375787666,0.120681710634049,0.149939529736561
"NG2008DHS.4","Nigeria","NG2008DHS","Females",1998-04-01,"7-13",0.143602999222768,0.126935627530353,0.159952179854027
"NG2008DHS.5","Nigeria","NG2008DHS","Males",2005-04-01,"0-6",0.167817152974099,0.155711477412587,0.179749253535028
"NG2008DHS.6","Nigeria","NG2008DHS","Females",2005-04-01,"0-6",0.160468198407687,0.149390848130412,0.17140129008053
"NG2013DHS.1","Nigeria","NG2013DHS","Males",1995-12-01,"14-20",0.109864626516466,0.0832475713138817,0.135708880245621
"NG2013DHS.2","Nigeria","NG2013DHS","Females",1995-12-01,"14-20",0.121605336688339,0.0912494542942276,0.150947211882917
"NG2013DHS.3","Nigeria","NG2013DHS","Males",2002-11-30,"7-13",0.12308851362627,0.108780783177979,0.137166546210426
"NG2013DHS.4","Nigeria","NG2013DHS","Females",2002-11-30,"7-13",0.1291496625249,0.114661931520873,0.143400315335728
"NG2013DHS.5","Nigeria","NG2013DHS","Males",2009-11-30,"0-6",0.123353345281927,0.113447126522577,0.133148873327791
"NG2013DHS.6","Nigeria","NG2013DHS","Females",2009-11-30,"0-6",0.124256164338581,0.114672524986082,0.13373606112595
"NG2018DHS.1","Nigeria","NG2018DHS","Males",2001-06-01,"14-20",0.146426026121936,0.120003264407248,0.172055418601952
"NG2018DHS.2","Nigeria","NG2018DHS","Females",2001-06-01,"14-20",0.114669236555474,0.0954094868110261,0.133518924559487
"NG2018DHS.3","Nigeria","NG2018DHS","Males",2008-05-31,"7-13",0.129612240586173,0.116421494963173,0.142606064521853
"NG2018DHS.4","Nigeria","NG2018DHS","Females",2008-05-31,"7-13",0.122389976677502,0.109078807752161,0.135502264692051
"NG2018DHS.5","Nigeria","NG2018DHS","Males",2015-06-01,"0-6",0.121861429317545,0.112711106608499,0.130917387714919
"NG2018DHS.6","Nigeria","NG2018DHS","Females",2015-06-01,"0-6",0.117406447989547,0.109453912101749,0.125287968095113
"NI1992DHS.1","Niger","NI1992DHS","Males",1974-12-01,"14-20",0.147901845134326,0.112933049193516,0.181492146826829
"NI1992DHS.2","Niger","NI1992DHS","Females",1974-12-01,"14-20",0.186441673634341,0.134149308119787,0.235575883225765
"NI1992DHS.3","Niger","NI1992DHS","Males",1981-11-30,"7-13",0.191875895885687,0.145003875302369,0.236178330186563
"NI1992DHS.4","Niger","NI1992DHS","Females",1981-11-30,"7-13",0.176582345435806,0.134322830392574,0.216778889807766
"NI1992DHS.5","Niger","NI1992DHS","Males",1988-11-30,"0-6",0.142539957452994,0.117493779684215,0.166875306214131
"NI1992DHS.6","Niger","NI1992DHS","Females",1988-11-30,"0-6",0.176888334979627,0.146633935479142,0.206070124814471
"NI2006DHS.1","Niger","NI2006DHS","Males",1988-10-30,"14-20",0.155935474177566,0.0701801461494277,0.233781768800191
"NI2006DHS.2","Niger","NI2006DHS","Females",1988-10-30,"14-20",0.21355080702573,0.0524538186352426,0.347258903793958
"NI2006DHS.3","Niger","NI2006DHS","Males",1995-10-30,"7-13",0.111432231752895,0.0847952912013442,0.137293906841838
"NI2006DHS.4","Niger","NI2006DHS","Females",1995-10-30,"7-13",0.168714940613534,0.126908009032095,0.208519998914338
"NI2006DHS.5","Niger","NI2006DHS","Males",2002-10-30,"0-6",0.121029430068322,0.10436334074575,0.137385395268084
"NI2006DHS.6","Niger","NI2006DHS","Females",2002-10-30,"0-6",0.14086309807377,0.124340204027694,0.157074220323409
"NI2012DHS.1","Niger","NI2012DHS","Males",1994-12-01,"14-20",0.0866427980100185,0.067431469223132,0.105458364832419
"NI2012DHS.2","Niger","NI2012DHS","Females",1994-12-01,"14-20",0.125165731817524,0.0975588813883442,0.151928052698015
"NI2012DHS.3","Niger","NI2012DHS","Males",2001-11-30,"7-13",0.104400708308419,0.0851591836301099,0.123237532775148
"NI2012DHS.4","Niger","NI2012DHS","Females",2001-11-30,"7-13",0.11474230410679,0.0961381225842907,0.132963555915392
"NI2012DHS.5","Niger","NI2012DHS","Males",2008-11-30,"0-6",0.135827389894135,0.118182564308909,0.15311914934874
"NI2012DHS.6","Niger","NI2012DHS","Females",2008-11-30,"0-6",0.127701479410866,0.111657163496548,0.143456019731144
"NM1992DHS.1","Namibia","NM1992DHS","Males",1975-05-03,"14-20",0.183624316284625,0.126039129376775,0.237415221477268
"NM1992DHS.2","Namibia","NM1992DHS","Females",1975-05-03,"14-20",0.150927708741653,0.0680701084256415,0.226418465272312
"NM1992DHS.3","Namibia","NM1992DHS","Males",1982-05-02,"7-13",0.197730201316299,0.159451491901086,0.234265692368292
"NM1992DHS.4","Namibia","NM1992DHS","Females",1982-05-02,"7-13",0.0871477815267442,0.0621728113159001,0.111457651445595
"NM1992DHS.5","Namibia","NM1992DHS","Males",1989-05-02,"0-6",0.21873592574372,0.188339260213112,0.247994237242788
"NM1992DHS.6","Namibia","NM1992DHS","Females",1989-05-02,"0-6",0.124557422673684,0.10218280330565,0.146374441236446
"NM2000DHS.1","Namibia","NM2000DHS","Males",1983-06-02,"14-20",0.16847697804058,0.102762735012817,0.229378267009001
"NM2000DHS.2","Namibia","NM2000DHS","Females",1983-06-02,"14-20",0.0629667925341562,0.0328726810476062,0.0921244652205429
"NM2000DHS.3","Namibia","NM2000DHS","Males",1990-06-01,"7-13",0.151823089087602,0.112004547831377,0.189856129952015
"NM2000DHS.4","Namibia","NM2000DHS","Females",1990-06-01,"7-13",0.0654934514909697,0.0475773767581005,0.0830725059494349
"NM2000DHS.5","Namibia","NM2000DHS","Males",1997-06-01,"0-6",0.262308825662197,0.228609894456054,0.294535586099912
"NM2000DHS.6","Namibia","NM2000DHS","Females",1997-06-01,"0-6",0.179464288191837,0.147576654069928,0.210159062903281
"NM2006DHS.1","Namibia","NM2006DHS","Males",1989-08-30,"14-20",0.248645573909892,0.197852424219029,0.296222427580653
"NM2006DHS.2","Namibia","NM2006DHS","Females",1989-08-30,"14-20",0.0707191260485663,0.0538971897318625,0.0872419642774386
"NM2006DHS.3","Namibia","NM2006DHS","Males",1996-08-29,"7-13",0.24886211498951,0.220338904227626,0.276341829344329
"NM2006DHS.4","Namibia","NM2006DHS","Females",1996-08-29,"7-13",0.175239023134944,0.146584482860391,0.202931449806153
"NM2006DHS.5","Namibia","NM2006DHS","Males",2003-08-30,"0-6",0.403119613104857,0.372915286769272,0.431869109957059
"NM2006DHS.6","Namibia","NM2006DHS","Females",2003-08-30,"0-6",0.317734967021052,0.292613809184397,0.34196400598509
"NM2013DHS.1","Namibia","NM2013DHS","Males",1996-03-02,"14-20",0.248695425027597,0.187601199770097,0.305195226513474
"NM2013DHS.2","Namibia","NM2013DHS","Females",1996-03-02,"14-20",0.19383916977761,0.151294901971264,0.234250759546105
"NM2013DHS.3","Namibia","NM2013DHS","Males",2003-03-02,"7-13",0.351856019252053,0.317004439885748,0.384929208457047
"NM2013DHS.4","Namibia","NM2013DHS","Females",2003-03-02,"7-13",0.27884976687013,0.251832779308986,0.304891146844237
"NM2013DHS.5","Namibia","NM2013DHS","Males",2010-03-02,"0-6",0.243519907561663,0.219204494299097,0.267078093973136
"NM2013DHS.6","Namibia","NM2013DHS","Females",2010-03-02,"0-6",0.164389118239919,0.144877077883281,0.183455936384602
"NP1996DHS.1","Nepal","NP1996DHS","Males",1978-12-01,"14-20",0.13173496703331,0.093755725517804,0.168122559556697
"NP1996DHS.2","Nepal","NP1996DHS","Females",1978-12-01,"14-20",0.173287183743795,0.126877781106314,0.217229769472303
"NP1996DHS.3","Nepal","NP1996DHS","Males",1985-11-30,"7-13",0.111056272641913,0.0855944111973177,0.135809141932301
"NP1996DHS.4","Nepal","NP1996DHS","Females",1985-11-30,"7-13",0.164033505971033,0.131744080183516,0.195122125643796
"NP1996DHS.5","Nepal","NP1996DHS","Males",1992-11-30,"0-6",0.111993373546533,0.0942599720601953,0.129379574380835
"NP1996DHS.6","Nepal","NP1996DHS","Females",1992-11-30,"0-6",0.12888718523354,0.110262839922532,0.147121678064706
"NP2006DHS.1","Nepal","NP2006DHS","Males",1989-01-30,"14-20",0.114489549493543,0.0563893391848672,0.169012400433475
"NP2006DHS.2","Nepal","NP2006DHS","Females",1989-01-30,"14-20",0.12420027372325,0.0911086637354086,0.156087059099066
"NP2006DHS.3","Nepal","NP2006DHS","Males",1996-01-30,"7-13",0.108250688306499,0.0700238009550109,0.144906250587427
"NP2006DHS.4","Nepal","NP2006DHS","Females",1996-01-30,"7-13",0.0971269090285601,0.072888309325748,0.120731809769896
"NP2006DHS.5","Nepal","NP2006DHS","Males",2003-01-30,"0-6",0.0965208399053641,0.0779065839573887,0.114759330753548
"NP2006DHS.6","Nepal","NP2006DHS","Females",2003-01-30,"0-6",0.0810876380778065,0.0651895703439545,0.0967153316805494
"NP2016DHS.1","Nepal","NP2016DHS","Males",1999-07-03,"14-20",0.111164447809626,0.0618058234532732,0.157926302905144
"NP2016DHS.2","Nepal","NP2016DHS","Females",1999-07-03,"14-20",0.0677928854727393,0.0471007143495571,0.0880357269004977
"NP2016DHS.3","Nepal","NP2016DHS","Males",2006-07-02,"7-13",0.058781903247789,0.0470025710506277,0.0704156393889734
"NP2016DHS.4","Nepal","NP2016DHS","Females",2006-07-02,"7-13",0.0469232799862784,0.0362508216295088,0.0574775526470876
"NP2016DHS.5","Nepal","NP2016DHS","Males",2013-07-02,"0-6",0.0889704313539061,0.0745370833437574,0.103178679545323
"NP2016DHS.6","Nepal","NP2016DHS","Females",2013-07-02,"0-6",0.0731812056912929,0.0609956828268267,0.0852085961970845
"PE1992DHS.1","Peru","PE1992DHS","Males",1974-08-31,"14-20",0.065859741930096,0.0472430428692707,0.0841126740498065
"PE1992DHS.2","Peru","PE1992DHS","Females",1974-08-31,"14-20",0.0709505057531336,0.0532027044938496,0.0883656228665776
"PE1992DHS.3","Peru","PE1992DHS","Males",1981-08-30,"7-13",0.088216471878576,0.0745295732745597,0.101700953216749
"PE1992DHS.4","Peru","PE1992DHS","Females",1981-08-30,"7-13",0.0729639354801523,0.0586296905969149,0.087079912829009
"PE1992DHS.5","Peru","PE1992DHS","Males",1988-08-30,"0-6",0.0990176674856578,0.0873693757086169,0.110517287173782
"PE1992DHS.6","Peru","PE1992DHS","Females",1988-08-30,"0-6",0.0733263046238727,0.0635387395067641,0.0830115735382839
"PE1996DHS.1","Peru","PE1996DHS","Males",1979-05-03,"14-20",0.115992466681301,0.087764155605815,0.143347278265322
"PE1996DHS.2","Peru","PE1996DHS","Females",1979-05-03,"14-20",0.0970803515916236,0.0698514634473756,0.123512149464333
"PE1996DHS.3","Peru","PE1996DHS","Males",1986-05-02,"7-13",0.0748074985462508,0.0647793839406606,0.084728084424591
"PE1996DHS.4","Peru","PE1996DHS","Females",1986-05-02,"7-13",0.0651127274278825,0.0547228213462508,0.0753884340441904
"PE1996DHS.5","Peru","PE1996DHS","Males",1993-05-02,"0-6",0.100353087598824,0.0907750882316238,0.109830189959475
"PE1996DHS.6","Peru","PE1996DHS","Females",1993-05-02,"0-6",0.0680489012548159,0.0595993221873198,0.0764225601447723
"PE2000DHS.1","Peru","PE2000DHS","Males",1983-05-03,"14-20",0.0902333325833311,0.0666310016700544,0.113238825562697
"PE2000DHS.2","Peru","PE2000DHS","Females",1983-05-03,"14-20",0.0788933433142125,0.0585585955777022,0.0987888688499939
"PE2000DHS.3","Peru","PE2000DHS","Males",1990-05-02,"7-13",0.0923776557449627,0.0801711966971743,0.104422130690981
"PE2000DHS.4","Peru","PE2000DHS","Females",1990-05-02,"7-13",0.0533408392622835,0.0435546772178611,0.0630268712048815
"PE2000DHS.5","Peru","PE2000DHS","Males",1997-05-02,"0-6",0.0749156395829578,0.0677637017603427,0.0820127091122923
"PE2000DHS.6","Peru","PE2000DHS","Females",1997-05-02,"0-6",0.0501337470088383,0.043660961347131,0.0565627229414337
"PE2004DHS.1","Peru","PE2004DHS","Males",1989-06-01,"14-20",0.110538697675984,0.0910451303675361,0.129614203341214
"PE2004DHS.2","Peru","PE2004DHS","Females",1989-06-01,"14-20",0.0722788338151558,0.0592100042436616,0.0851661198890157
"PE2004DHS.3","Peru","PE2004DHS","Males",1996-05-31,"7-13",0.0807305936531263,0.0703373062933399,0.0910076878786993
"PE2004DHS.4","Peru","PE2004DHS","Females",1996-05-31,"7-13",0.0591619959837738,0.0503815628999841,0.0678612427698603
"PE2004DHS.5","Peru","PE2004DHS","Males",2003-06-01,"0-6",0.0684149373494062,0.0625202849618307,0.0742725255464579
"PE2004DHS.6","Peru","PE2004DHS","Females",2003-06-01,"0-6",0.0466680404196175,0.0411347914630735,0.0521693590863329
"PE2007DHS.1","Peru","PE2007DHS","Males",1991-04-02,"14-20",0.110538697675984,0.0910451303675361,0.129614203341214
"PE2007DHS.2","Peru","PE2007DHS","Females",1991-04-02,"14-20",0.0722788338151558,0.0592100042436616,0.0851661198890157
